City_locality,iso3,country,super_region,super_region_name,pm25,sat_2014
OLSZTYN,POL,Poland,4,E-Eur/C-Eur/C-Asia,16,20.7314968109131
"Omaha-Council Bluffs, NE-IA",USA,United States of America,1,HighIncome,8.25,7.67787373065948
ONDA,ESP,Spain,1,HighIncome,8,11.9050025939941
Onitsha,NGA,Nigeria,7,Sub-Saharan Afr,66,49.3375015258789
OOSTROZEBEKE,BEL,Belgium,1,HighIncome,20,16.519495010376
OPAVA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,24,22.717004776001
OPOCZNO,POL,Poland,4,E-Eur/C-Eur/C-Asia,39,22.8855037689209
OPOLE,POL,Poland,4,E-Eur/C-Eur/C-Asia,22.5,22.4029960632324
ORADEA,ROU,Romania,4,E-Eur/C-Eur/C-Asia,16,22.2554988861084
ORDES,ESP,Spain,1,HighIncome,8,7.78849744796753
ORDU,TUR,Turkey,2,N-Afr/MidEast,32,15.265998840332
"Orlando-Kissimmee, FL",USA,United States of America,1,HighIncome,6,7.14550065994263
ORLEANS,FRA,France,1,HighIncome,12,13.6194977760315
ORLOVA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,32,22.5819969177246
Orlu,NGA,Nigeria,7,Sub-Saharan Afr,16,48.653507232666
ORUSCO DE TAJU´è_´è__A,ESP,Spain,1,HighIncome,7,9.73949909210205
Osaka city,JPN,Japan,1,HighIncome,17.2,16.444197845459
OSHAWA,CAN,Canada,1,HighIncome,7,7.67799949645996
OSIJEK,HRV,Croatia,4,E-Eur/C-Eur/C-Asia,21,21.6820049285889
OSIO SOTTO,ITA,Italy,1,HighIncome,18,30.6974983215332
OSLO,NOR,Norway,1,HighIncome,10.5714285714286,6.30192729404994
OSMANIYE,TUR,Turkey,2,N-Afr/MidEast,50,23.7199954986572
OSNABRUECK,DEU,Germany,1,HighIncome,12,17.2784976959229
Osorno,CHL,Chile,1,HighIncome,35,2.52699971199036
OSTELLATO,ITA,Italy,1,HighIncome,16,27.9839992523193
OSTRAVA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,32,22.1543045043945
OSTRODA,POL,Poland,4,E-Eur/C-Eur/C-Asia,16,20.4449996948242
OSTROLEKA,POL,Poland,4,E-Eur/C-Eur/C-Asia,18,21.5864944458008
OSTROW WIELKOPOLSKI,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,22.4995021820068
OTTAWA,CAN,Canada,1,HighIncome,7,5.41699934005737
OTWOCK,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,23.2835025787354
Oulu,FIN,Finland,1,HighIncome,6.5,8.37000179290771
OULX,ITA,Italy,1,HighIncome,12,13.1035013198853
OURENSE,ESP,Spain,1,HighIncome,7,9.15699863433838
OUROL,ESP,Spain,1,HighIncome,13,7.47599840164185
OUTREAU,FRA,France,1,HighIncome,13,15.8885021209717
OVIEDO,ESP,Spain,1,HighIncome,13.75,8.42887496948242
"Owensboro, KY",USA,United States of America,1,HighIncome,11,9.27850246429443
Owerri,NGA,Nigeria,7,Sub-Saharan Afr,44,48.4850196838379
OXFORD,GBR,United Kingdom,1,HighIncome,14,12.3330049514771
"Oxnard-Thousand Oaks-Ventura, CA",USA,United States of America,1,HighIncome,8.8,7.69100017547607
OYONNAX,FRA,France,1,HighIncome,8,14.2350034713745
OZAROW,POL,Poland,4,E-Eur/C-Eur/C-Asia,19,22.3525009155273
P_cs,HUN,Hungary,4,E-Eur/C-Eur/C-Asia,25,19.9085006713867
PABIANICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,28,24.7769966125488
PADOVA,ITA,Italy,1,HighIncome,27.6666666666667,28.5809961954753
Padre las Casas,CHL,Chile,1,HighIncome,35,2.68850064277649
"Paducah, KY-IL",USA,United States of America,1,HighIncome,10,8.60550117492676
PAFOS,CYP,Cyprus,1,HighIncome,16,23.8455028533936
Pakdasht,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,47,27.8160018920898
PALENCIA,ESP,Spain,1,HighIncome,12,8.4585018157959
PALMA DE MALLORCA,ESP,Spain,1,HighIncome,10.5,12.0802502632141
PALMAS DE GRAN CANARIA (LAS),ESP,Spain,1,HighIncome,8.33333333333333,13.8450005849202
Palmerston,AUS,Australia,1,HighIncome,9.25,9.10149765014648
PALOS DE LA FRONTERA,ESP,Spain,1,HighIncome,13.5,10.0937495231628
Panaji,IND,India,3,S-Asia,36,26.8534927368164
Panama,PAN,Panama,5,LatAm/Carib,16,3.97100043296814
PANEVEZYS,LTU,Lithuania,4,E-Eur/C-Eur/C-Asia,20,15.9115018844604
Panjin,CHN,China,6,SE-Asia/E-Asia/Oceania,56.3333333333333,51.6543286641439
PANTIN,FRA,France,1,HighIncome,23,15.3959999084473
Panzhihua,CHN,China,6,SE-Asia/E-Asia/Oceania,31.8,18.9274017333984
PAOLA,MLT,Malta,1,HighIncome,13,22.1284980773926
PARAY-LE-FRESIL,FRA,France,1,HighIncome,9,12.6370010375977
Pardes Hana,ISR,Israel,1,HighIncome,16,32.4120025634766
PARDUBICE,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,22,20.0009994506836
PARIS,FRA,France,1,HighIncome,17.625,15.8428149223328
"Parkersburg-Marietta-Vienna, WV-OH",USA,United States of America,1,HighIncome,10,8.33000087738037
PARMA,ITA,Italy,1,HighIncome,19.5,31.0925006866455
PARONA,ITA,Italy,1,HighIncome,25,29.4884929656982
PARRY SOUND,CAN,Canada,1,HighIncome,6,5.16900157928467
Parwanoo,IND,India,3,S-Asia,42.5,51.8255043029785
"Pascagoula, MS",USA,United States of America,1,HighIncome,10,7.52699947357178
PASSY,FRA,France,1,HighIncome,18,14.9499959945679
Pasto,COL,Colombia,5,LatAm/Carib,8.5,2.73649954795837
PATERNA,ESP,Spain,1,HighIncome,9,11.3924989700317
Pathanamthitta,IND,India,3,S-Asia,12,25.2939968109131
Pathum Thani,THA,Thailand,6,SE-Asia/E-Asia/Oceania,27,40.0284996032715
Patiala,IND,India,3,S-Asia,33.5,76.3830108642578
Patna,IND,India,3,S-Asia,109,102.831520080566
PATRA,GRC,Greece,1,HighIncome,15,19.8034954071045
PAU,FRA,France,1,HighIncome,14,9.07049942016602
"Paul´è_´è__nia, REGI´è_´è__O METROPOLITANA DE CAMPINAS",BRA,Brazil,5,LatAm/Carib,18,9.03900051116943
PAVIA,ITA,Italy,1,HighIncome,23,31.8124942779541
Pazarjik,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,32,20.1195011138916
PE´è_´è__AUSENDE,ESP,Spain,1,HighIncome,5,8.38199806213379
PEILLON,FRA,France,1,HighIncome,17,13.5854988098145
Penghu,CHN,China,6,SE-Asia/E-Asia/Oceania,16,11.0795011520386
Penglai,CHN,China,6,SE-Asia/E-Asia/Oceania,45.5,54.7665100097656
PERIGUEUX,FRA,France,1,HighIncome,10,10.3405017852783
Pernik,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,34.5,19.9994983673096
PERPIGNAN,FRA,France,1,HighIncome,9,8.2910008430481
Perth,AUS,Australia,1,HighIncome,7.95,2.9579998254776
PERUGIA,ITA,Italy,1,HighIncome,14.3333333333333,19.278164545695
Peshawar,PAK,Pakistan,3,S-Asia,111,44.4904975891113
Petah Tikva,ISR,Israel,1,HighIncome,24,33.0315055847168
Petaling Jaya,MYS,Malaysia,6,SE-Asia/E-Asia/Oceania,24,21.5430011749268
PETAWAWA,CAN,Canada,1,HighIncome,5,4.3009991645813
PETERBOROUGH,CAN,Canada,1,HighIncome,7,6.13400077819824
PEYRUSSE-VIEILLE,FRA,France,1,HighIncome,10,9.06949806213379
PFORZHEIM,DEU,Germany,1,HighIncome,13,18.6465034484863
Phayao,THA,Thailand,6,SE-Asia/E-Asia/Oceania,23,42.7125053405762
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",USA,United States of America,1,HighIncome,10.3571428571429,9.61800009863717
"Phoenix-Mesa-Scottsdale, AZ",USA,United States of America,1,HighIncome,8.66666666666667,5.05624985694885
Phra Nakhon Si Ayutthaya,THA,Thailand,6,SE-Asia/E-Asia/Oceania,31,39.4820137023926
Phrae,THA,Thailand,6,SE-Asia/E-Asia/Oceania,31,37.3220024108887
Phuket,THA,Thailand,6,SE-Asia/E-Asia/Oceania,13,12.2754993438721
PIACENZA,ITA,Italy,1,HighIncome,23.5,32.3790092468262
PIASTOW,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,23.5410003662109
PIATRA NEAMT,ROU,Romania,4,E-Eur/C-Eur/C-Asia,17,19.5935039520264
PICTOU,CAN,Canada,1,HighIncome,7,3.10850119590759
Pietarsaari,FIN,Finland,1,HighIncome,8,8.21250152587891
PIEVE D'ALPAGO,ITA,Italy,1,HighIncome,9,18.5260009765625
"Pikeville,Pike,KY",USA,United States of America,1,HighIncome,9,6.0994987487793
PILA,POL,Poland,4,E-Eur/C-Eur/C-Asia,20,18.3519973754883
Pingdingshan,CHN,China,6,SE-Asia/E-Asia/Oceania,69.75,91.7159938812256
Pingdu,CHN,China,6,SE-Asia/E-Asia/Oceania,58,67.6174926757812
Pingtung,CHN,China,6,SE-Asia/E-Asia/Oceania,22.3333333333333,6.45983362197876
PINOSO,ESP,Spain,1,HighIncome,6,12.3154993057251
PIOLTELLO,ITA,Italy,1,HighIncome,27,32.2869911193848
PIOMBINO,ITA,Italy,1,HighIncome,15,16.9834976196289
PIOTRKOW TRYBUNALSKI,POL,Poland,4,E-Eur/C-Eur/C-Asia,27,24.5454998016357
"Piracicaba, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,15,9.71499824523926
Pirdop,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,25,18.6624984741211
PIREAS,GRC,Greece,1,HighIncome,14,20.2960014343262
PISA,ITA,Italy,1,HighIncome,17,21.8794975280762
PISTOIA,ITA,Italy,1,HighIncome,15,25.5954933166504
PITESTI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,14,25.1019973754883
"Pittsburgh, PA",USA,United States of America,1,HighIncome,10.4615384615385,8.16030799425565
"Pittsfield, MA",USA,United States of America,1,HighIncome,6,6.96949815750122
PLASENCIA,ESP,Spain,1,HighIncome,6,9.7350025177002
PLAUEN,DEU,Germany,1,HighIncome,15,17.3709983825684
Pleven,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,29,24.1055030822754
Pljevlja,MNE,Montenegro,4,E-Eur/C-Eur/C-Asia,42,17.6589946746826
PLOCK,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,23.9732465744019
PLOIESTI,ROU,Romania,4,E-Eur/C-Eur/C-Asia,21.75,24.1956205368042
Plovdiv,BGR,Bulgaria,4,E-Eur/C-Eur/C-Asia,32.5,21.7054996490479
PLYMOUTH,GBR,United Kingdom,1,HighIncome,12,10.1615018844604
PLZEN,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,20.6666666666667,18.8385003407796
POBLA (SA),ESP,Spain,1,HighIncome,10,12.82200050354
"Pocatello, ID",USA,United States of America,1,HighIncome,7,4.18849897384644
Podgorica,MNE,Montenegro,4,E-Eur/C-Eur/C-Asia,22,17.128999710083
POGGIBONSI,ITA,Italy,1,HighIncome,12,21.9365005493164
POINTE-A-PITRE,FRA,France,1,HighIncome,14,4.39999580383301
POIO,ESP,Spain,1,HighIncome,7,8.35599994659424
POITIERS,FRA,France,1,HighIncome,13,11.7310009002686
POLANIEC,POL,Poland,4,E-Eur/C-Eur/C-Asia,21.5,21.2624959945679
POLKOWICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,22,18.9705009460449
POLLEN´è_´è__A,ESP,Spain,1,HighIncome,7,12.9465017318726
POMARANCE,ITA,Italy,1,HighIncome,6,17.898998260498
PONFERRADA,ESP,Spain,1,HighIncome,10,8.60899925231934
PONT-A-MOUSSON,FRA,France,1,HighIncome,11,15.3844966888428
Pontes de Garc´è_´è__a Rodr´è_´è__guez (As),ESP,Spain,1,HighIncome,7,8.9854998588562
PONTEVEDRA,ESP,Spain,1,HighIncome,10.5,8.35599994659424
PONTI SUL MINCIO,ITA,Italy,1,HighIncome,24,30.6139945983887
Pori,FIN,Finland,1,HighIncome,7,8.86550140380859
Porirua,NZL,New Zealand,1,HighIncome,6,2.8000009059906
PORRETTA TERME,ITA,Italy,1,HighIncome,6,25.6455059051514
PORT ALBERNI,CAN,Canada,1,HighIncome,8,2.53499984741211
PORT HAWKESBURY,CAN,Canada,1,HighIncome,6,3.41899991035461
Port Louis,MUS,Mauritius,7,Sub-Saharan Afr,11,2.64999747276306
PORT MOODY,CAN,Canada,1,HighIncome,6,3.77799892425537
PORT STANLEY,CAN,Canada,1,HighIncome,7,9.22700023651123
PORT TALBOT,GBR,United Kingdom,1,HighIncome,14,10.5565004348755
PORT-DE-BOUC,FRA,France,1,HighIncome,14,11.755500793457
PORT-SAINT-LOUIS-DU-RHONE,FRA,France,1,HighIncome,13,10.7964992523193
PORTES-LES-VALENCE,FRA,France,1,HighIncome,14,13.1075000762939
"Portland-Vancouver-Beaverton, OR-WA",USA,United States of America,1,HighIncome,6.5,3.94249963760376
Portmore,JAM,Jamaica,5,LatAm/Carib,30,6.29999399185181
"Porto Real, REGI´è_´è__O DO M´è_´è__DIO PARA´è_´è__BA",BRA,Brazil,5,LatAm/Carib,8,7.97049999237061
PORTO TORRES,ITA,Italy,1,HighIncome,8,10.9735012054443
"Portola,Plumas,CA",USA,United States of America,1,HighIncome,16,3.77099895477295
PORTOSCUSO,ITA,Italy,1,HighIncome,12.5,11.0019979476929
Portoviejo,ECU,Ecuador,5,LatAm/Carib,12,5.57949829101562
PORTSMOUTH,GBR,United Kingdom,1,HighIncome,14,13.153000831604
"Portsmouth, OH",USA,United States of America,1,HighIncome,8,8.53200054168701
POSSEN,DEU,Germany,1,HighIncome,9,17.1145000457764
POTSDAM,DEU,Germany,1,HighIncome,16,16.6374998092651
"Poughkeepsie-Newburgh-Middletown, NY",USA,United States of America,1,HighIncome,7,8.31150054931641
POWELL RIVER,CAN,Canada,1,HighIncome,4,2.48700022697449
POZNAN,POL,Poland,4,E-Eur/C-Eur/C-Asia,19,19.909125328064
PRADEJ´è_´è__N,ESP,Spain,1,HighIncome,8,7.99299907684326
PRADO DEL REY,ESP,Spain,1,HighIncome,12,10.8865003585815
PRAGUE,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,21,20.0223727226257
PRAHA,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,16.8,19.8891471862793
PRATO,ITA,Italy,1,HighIncome,21,25.0797510147095
PREROV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,23,21.6799983978271
"Presidente Prudente, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,10,6.92000007629395
PRESOV,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,23,19.3170013427734
PRESTONPANS,GBR,United Kingdom,1,HighIncome,12,10.4715003967285
PRIBRAM,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,17,18.3329982757568
PRIEVIDZA,SVK,Slovakia,4,E-Eur/C-Eur/C-Asia,21,20.548999786377
PRINCE GEORGE,CAN,Canada,1,HighIncome,8.66666666666667,4.0666651725769
"Prineville, OR",USA,United States of America,1,HighIncome,10,3.08850026130676
PROSTEJOV,CZE,Czech Republic,4,E-Eur/C-Eur/C-Asia,23,20.9074974060059
PROSZOWICE,POL,Poland,4,E-Eur/C-Eur/C-Asia,34,22.1279983520508
"Providence-New Bedford-Fall River, RI-MA",USA,United States of America,1,HighIncome,5.8,7.4081995010376
"Provo-Orem, UT",USA,United States of America,1,HighIncome,6.66666666666667,4.55999898910522
PRUNAY-LE-TEMPLE,FRA,France,1,HighIncome,11,14.0329990386963
PSZCZYNA,POL,Poland,4,E-Eur/C-Eur/C-Asia,43,23.5539989471436
Puducherry,IND,India,3,S-Asia,22.3333333333333,36.4620094299316
Puebla,MEX,Mexico,5,LatAm/Carib,20,10.7600002288818
"Pueblo, CO",USA,United States of America,1,HighIncome,6,4.7755012512207
PUERTO DEL ROSARIO,ESP,Spain,1,HighIncome,8,16.5579982757568
PUERTO REAL,ESP,Spain,1,HighIncome,18,12.1854972839355
PUERTOLLANO,ESP,Spain,1,HighIncome,14,9.84850025177002
Pueyo de Aragu´è_´è__s (El),ESP,Spain,1,HighIncome,4,6.03200006484985
PULAWY,POL,Poland,4,E-Eur/C-Eur/C-Asia,25,22.5759983062744
Pune,IND,India,3,S-Asia,49.25,36.7385025024414
Punta Arenas,CHL,Chile,1,HighIncome,5,2.53800010681152
Punta Umbr´è_´è__a,ESP,Spain,1,HighIncome,13,9.70499992370605
PUSIGNAN,FRA,France,1,HighIncome,13,13.3664999008179
Putaruru,NZL,New Zealand,1,HighIncome,6,2.39999771118164
PUTEAUX,FRA,France,1,HighIncome,13,15.8974990844727
Pyay-Aunglan,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,25,25.9119968414307
Pyin Oo Lwin,MMR,Myanmar,6,SE-Asia/E-Asia/Oceania,78,28.1135005950928
Qazvin,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,70,31.2325019836426
Qingdao,CHN,China,6,SE-Asia/E-Asia/Oceania,45.8888888888889,63.0053905910916
Qingyuan,CHN,China,6,SE-Asia/E-Asia/Oceania,41.6666666666667,53.262503306071
Qinhuangdao,CHN,China,6,SE-Asia/E-Asia/Oceania,60,45.5819969177246
Qiqihar,CHN,China,6,SE-Asia/E-Asia/Oceania,34.6,26.9743007659912
Quanzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,31.5,24.7438702583313
QUART DE POBLET,ESP,Spain,1,HighIncome,8,11.9795045852661
QUARTU SANT'ELENA,ITA,Italy,1,HighIncome,21,13.6164979934692
"Quatis, REGI´è_´è__O DO M´è_´è__DIO PARA´è_´è__BA",BRA,Brazil,5,LatAm/Carib,12,7.50750064849854
QUEBEC,CAN,Canada,1,HighIncome,9,4.52350068092346
QUESNEL,CAN,Canada,1,HighIncome,8.66666666666667,3.65050148963928
QUILIANO,ITA,Italy,1,HighIncome,13,19.8115005493164
Quilpu_,CHL,Chile,1,HighIncome,18,5.78300046920776
QUIMPER,FRA,France,1,HighIncome,15,9.00850009918213
"Quincy,Plumas,CA",USA,United States of America,1,HighIncome,9,3.57100057601929
Quito,ECU,Ecuador,5,LatAm/Carib,17.8888888888889,4.16972311337789
Qujing,CHN,China,6,SE-Asia/E-Asia/Oceania,31.5,23.1989994049072
Quzhou,CHN,China,6,SE-Asia/E-Asia/Oceania,57.3333333333333,45.2784957885742
Ra'anana,ISR,Israel,1,HighIncome,20,33.5935020446777
Raahe,FIN,Finland,1,HighIncome,5,8.75050258636475
RADEBEUL,DEU,Germany,1,HighIncome,14,18.3679981231689
RADOM,POL,Poland,4,E-Eur/C-Eur/C-Asia,25.6666666666667,22.0258356730143
RADOMIERZYCE,POL,Poland,4,E-Eur/C-Eur/C-Asia,15,19.5650005340576
RADOMSKO,POL,Poland,4,E-Eur/C-Eur/C-Asia,27.5,23.0289993286133
RADZYN PODLASKI,POL,Poland,4,E-Eur/C-Eur/C-Asia,21,22.4894962310791
Raebareli,IND,India,3,S-Asia,87.3333333333333,94.3135070800781
RAGEADE,FRA,France,1,HighIncome,6,8.03749847412109
Raipur,IND,India,3,S-Asia,143.666666666667,46.9239883422852
Rajkot,IND,India,3,S-Asia,52.5,43.5854873657227
Rajshahi,BGD,Bangladesh,3,S-Asia,37,69.0295028686523
"Raleigh-Cary, NC",USA,United States of America,1,HighIncome,9.5,7.98750019073486
Ramagundam,IND,India,3,S-Asia,44,40.7700080871582
Ramat Gan,ISR,Israel,1,HighIncome,23,33.0315055847168
RAMBOUILLET,FRA,France,1,HighIncome,13,14.0109987258911
Rancagua,CHL,Chile,1,HighIncome,30,10.6549987792969
Rangiora,NZL,New Zealand,1,HighIncome,8,3.28099966049194
Raniganj,IND,India,3,S-Asia,67,73.8744888305664
RAPALLO,ITA,Italy,1,HighIncome,18,25.6995048522949
"Rapid City, SD",USA,United States of America,1,HighIncome,6,4.18300008773804
Ras Hayan,BHR,Bahrain,2,N-Afr/MidEast,44,60.8235015869141
"Rasht, Guilan",IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,20.65857351,27.1734962463379
RATINGEN,DEU,Germany,1,HighIncome,14,16.368501663208
RAUNHEIM,DEU,Germany,1,HighIncome,15,18.1059989929199
RAVENNA,ITA,Italy,1,HighIncome,18,28.8089981079102
RAWA MAZOWIECKA,POL,Poland,4,E-Eur/C-Eur/C-Asia,33,23.3249931335449
Rawalpindi,PAK,Pakistan,3,S-Asia,107,48.6439933776855
Rayagada,IND,India,3,S-Asia,29,35.4230041503906
Rayong,THA,Thailand,6,SE-Asia/E-Asia/Oceania,22.75,25.4139966964722
READING,GBR,United Kingdom,1,HighIncome,10,12.179500579834
"Reading, PA",USA,United States of America,1,HighIncome,10,9.33049774169922
REALEJOS (LOS),ESP,Spain,1,HighIncome,5,11.157998085022
"Redding, CA",USA,United States of America,1,HighIncome,4.5,3.58650004863739
REGENSBURG,DEU,Germany,1,HighIncome,19,19.6929988861084
REGGIO NELL'EMILIA,ITA,Italy,1,HighIncome,21.5,30.0460090637207
REGI´è_´è__O METROPOLITANA DE S´è_´è__O PAULO,BRA,Brazil,5,LatAm/Carib,18.36,9.91921924591064
REGI´è_´è__O METROPOLITANA DO RIO DE JANEIRO,BRA,Brazil,5,LatAm/Carib,16.4166666666667,8.72430552376641
REGINA,CAN,Canada,1,HighIncome,15,4.76450109481812
Rehovot,ISR,Israel,1,HighIncome,17,32.6790046691895
REIMS,FRA,France,1,HighIncome,13.3333333333333,15.3980045318604
REINOSA,ESP,Spain,1,HighIncome,7,7.99250078201294
Rengo,CHL,Chile,1,HighIncome,23,9.17600059509277
RENNES,FRA,France,1,HighIncome,10.6666666666667,11.6956685384115
"Reno-Sparks, NV",USA,United States of America,1,HighIncome,8.5,3.87500047683716
"Resende, REGI´è_´è__O DO M´è_´è__DIO PARA´è_´è__BA",BRA,Brazil,5,LatAm/Carib,13,7.65250086784363
RETIE,BEL,Belgium,1,HighIncome,15,16.1245021820068
REUTLINGEN,DEU,Germany,1,HighIncome,13,18.239501953125
REYKJAVIK,ISL,Iceland,1,HighIncome,11,3.041499376297
REZEKNE,LVA,Latvia,4,E-Eur/C-Eur/C-Asia,18,15.0154991149902
REZZATO,ITA,Italy,1,HighIncome,28,30.3454933166504
Richmond,NZL,New Zealand,1,HighIncome,9,2.88349890708923
RICHMOND,CAN,Canada,1,HighIncome,7,4.06850051879883
"Richmond-Berea, KY",USA,United States of America,1,HighIncome,9,7.5305004119873
"Richmond, VA",USA,United States of America,1,HighIncome,8,8.29512500762939
RIEDSTADT,DEU,Germany,1,HighIncome,13,18.8665008544922
RIETI,ITA,Italy,1,HighIncome,15,17.379997253418
RIEUX,FRA,France,1,HighIncome,14,14.8874950408936
Riga,LVA,Latvia,4,E-Eur/C-Eur/C-Asia,26.6666666666667,14.8464994430542
RIJEKA,HRV,Croatia,4,E-Eur/C-Eur/C-Asia,11,17.7600021362305
RIMINI,ITA,Italy,1,HighIncome,22.5,26.492504119873
"Rio Claro, INTERIOR DO ESTADO",BRA,Brazil,5,LatAm/Carib,26,9.14850044250488
Rishikesh,IND,India,3,S-Asia,58,47.5994987487793
RIVA DEL GARDA,ITA,Italy,1,HighIncome,14,22.7380027770996
RIVAS-VACIAMADRID,ESP,Spain,1,HighIncome,10,9.33850002288818
RIVE-DE-GIER,FRA,France,1,HighIncome,13,13.369499206543
"Riverside-San Bernardino-Ontario, CA",USA,United States of America,1,HighIncome,11,6.44507149287633
Riyadh,SAU,Saudi Arabia,2,N-Afr/MidEast,158,46.4610061645508
RIZE,TUR,Turkey,2,N-Afr/MidEast,17,16.6034984588623
Rizhao,CHN,China,6,SE-Asia/E-Asia/Oceania,37.6666666666667,75.7925059000651
ROANNE,FRA,France,1,HighIncome,9,13.1924962997437
"Roanoke, VA",USA,United States of America,1,HighIncome,8.5,5.92075037956238
Robatkarim,IRN,Iran (Islamic Republic of),2,N-Afr/MidEast,43,24.7160110473633
ROBLA (LA),ESP,Spain,1,HighIncome,11,8.2289981842041
"Rochester, MN",USA,United States of America,1,HighIncome,6,8.15050029754639
"Rochester, NY",USA,United States of America,1,HighIncome,7,7.6899995803833
ROESELAERE,BEL,Belgium,1,HighIncome,18.5,16.2174968719482
ROGNAC,FRA,France,1,HighIncome,11,10.9385023117065
ROISEY,FRA,France,1,HighIncome,4,12.4245004653931
ROMA,ITA,Italy,1,HighIncome,18,16.2488444401668
ROMANS-SUR-ISERE,FRA,France,1,HighIncome,13,13.5210008621216
Rongcheng,CHN,China,6,SE-Asia/E-Asia/Oceania,38,45.340518951416
Rotorua,NZL,New Zealand,1,HighIncome,9,2.5
ROTTERDAM,NLD,Netherlands,1,HighIncome,14.7777777777778,16.6613331900703
ROUBAIX,FRA,France,1,HighIncome,20,15.7534999847412
ROUEN,FRA,France,1,HighIncome,13,14.2310009002686
ROUMAZIERES-LOUBERT,FRA,France,1,HighIncome,11,10.314998626709
Rourkela,IND,India,3,S-Asia,52.5,49.5480117797852
ROUSSILLON,FRA,France,1,HighIncome,14,13.4185018539429
ROUYN-NORANDA,CAN,Canada,1,HighIncome,7,3.65699791908264
